crop_type,soil_moisture,temperature,humidity,canal_level,wind_speed,crop_age_days,predicted_moisture_6h,water_need_code
Maize,33.4,33.33,78.41,17.1,3.22,13.3,24.19,2
Chilli,23.54,20.19,78.78,43.98,3.6,95.2,19.98,2
Maize,64.17,35.74,79.51,50.17,0.24,110.8,55.17,0
Rice,70.57,30.51,67.04,87.9,1.98,102.4,57.96,0
Chilli,42.02,29.79,89.64,40.12,7.9,113.4,27.49,2
Cotton,16.66,31.39,44.85,38.36,7.42,70.3,5.0,2
Groundnut,72.28,30.33,38.98,89.92,0.39,93.9,57.91,0
Groundnut,29.43,26.48,73.73,32.59,7.84,47.0,15.87,2
Maize,38.73,25.63,51.17,67.82,6.34,94.3,25.48,2
Groundnut,58.98,28.31,68.45,39.4,0.02,92.8,50.08,0
Chilli,22.0,37.9,56.54,95.63,7.31,57.9,5.0,2
Chilli,20.04,22.71,53.34,27.07,7.68,14.8,7.3,2
Chilli,16.8,26.5,84.13,75.15,5.03,39.3,11.92,2
Groundnut,79.16,23.85,42.81,59.51,6.31,107.4,65.61,0
Cotton,36.8,28.54,45.39,98.08,2.66,74.6,28.04,2
Rice,61.25,22.67,71.73,99.47,4.58,54.6,55.54,0
Rice,84.25,35.22,78.04,81.43,5.85,114.2,66.61,0
Maize,61.86,22.07,80.77,19.31,4.49,50.3,58.68,0
Chilli,51.76,33.31,47.71,52.21,2.44,46.1,37.53,1
Cotton,51.46,25.35,83.52,86.91,5.19,94.8,44.56,1
Maize,41.38,29.44,68.53,67.46,6.71,49.1,30.58,1
Chilli,56.98,24.0,80.28,89.11,6.69,59.1,47.06,1
Groundnut,82.12,34.6,38.77,81.94,1.06,89.5,69.07,0
Maize,70.16,38.97,54.63,38.17,3.56,57.3,48.9,1
Maize,44.7,24.43,63.87,27.56,0.31,45.5,40.25,1
Chilli,38.27,39.06,66.73,39.03,5.06,11.7,20.5,2
Maize,76.85,26.51,40.45,72.64,1.94,104.7,65.36,0
Groundnut,24.51,31.16,64.63,53.3,7.44,67.9,8.44,2
Groundnut,74.47,34.03,71.6,13.95,4.95,103.6,59.79,0
Chilli,32.86,23.99,54.89,76.82,3.2,78.0,22.01,2
Maize,65.09,28.9,62.54,14.02,5.85,32.1,50.54,0
Chilli,71.44,21.36,51.09,46.84,1.66,49.9,64.78,0
Tomato,48.39,33.94,82.88,51.61,0.73,55.9,40.64,1
Maize,28.46,28.33,67.96,55.27,0.7,91.4,16.61,2
Tomato,74.13,37.83,65.32,22.52,4.66,70.3,56.58,0
Rice,40.73,25.48,86.94,77.3,7.11,80.0,31.07,1
Rice,37.45,38.47,71.57,86.44,1.78,92.8,22.87,2
Chilli,50.7,22.82,50.39,72.81,6.08,40.1,39.33,1
Rice,45.46,32.14,70.3,95.6,0.3,107.0,35.83,1
Chilli,62.81,26.16,87.89,33.18,2.83,59.9,55.84,0
Maize,24.6,23.64,36.3,24.47,5.23,82.7,9.76,2
Maize,45.5,21.88,69.46,16.06,6.61,34.0,39.38,1
Cotton,77.42,33.11,43.63,74.94,7.55,35.7,63.39,0
Chilli,17.52,24.66,79.91,24.59,5.06,90.8,8.99,2
Cotton,47.01,31.46,70.24,94.44,3.7,48.5,40.05,1
Cotton,61.24,39.59,86.53,63.85,0.49,106.4,46.61,1
Rice,77.14,26.32,71.83,82.37,2.21,83.1,70.84,0
Tomato,56.57,20.7,35.95,49.12,7.38,83.2,42.46,1
Chilli,72.71,22.86,63.07,76.14,4.66,51.8,65.44,0
Groundnut,30.59,22.39,84.7,49.93,2.74,109.3,23.43,2
Rice,39.7,29.27,47.78,58.49,1.99,113.9,29.97,2
Rice,80.95,34.89,39.56,79.62,0.91,38.4,65.75,0
Groundnut,77.02,25.93,74.59,31.43,6.01,66.6,68.09,0
Groundnut,54.06,22.92,62.64,89.61,3.3,109.8,46.32,1
Tomato,48.28,32.82,37.62,74.47,7.49,21.1,28.33,2
Maize,46.57,26.02,50.4,77.19,3.64,42.7,33.94,1
Chilli,19.12,31.5,52.97,31.43,6.55,115.0,5.0,2
Tomato,77.47,38.68,71.73,18.11,1.04,63.3,63.92,0
Tomato,72.27,25.83,60.94,16.56,1.21,114.7,65.18,0
Maize,46.94,30.25,61.8,68.23,2.19,51.8,39.92,1
Chilli,34.56,36.14,79.36,23.5,1.53,68.0,22.12,2
Tomato,39.0,33.83,50.31,99.93,7.81,60.0,19.55,2
Maize,23.62,35.03,71.99,96.49,6.47,60.3,8.82,2
Tomato,65.53,35.45,55.22,12.63,2.79,110.9,51.73,0
Cotton,53.97,30.8,58.01,75.26,4.16,86.4,44.07,1
Rice,31.39,30.72,65.57,33.47,4.27,114.0,19.41,2
Tomato,58.61,34.38,73.26,40.68,4.86,46.2,42.87,1
Tomato,83.55,33.95,86.99,31.63,0.83,119.3,71.3,0
Groundnut,23.57,33.4,49.8,84.75,2.79,87.8,10.09,2
Groundnut,47.09,27.64,40.71,90.44,0.69,24.4,36.09,1
Chilli,49.59,36.57,58.58,13.64,7.35,55.4,28.09,2
Rice,26.68,24.72,65.07,34.3,3.23,37.4,19.35,2
Cotton,52.21,23.11,47.54,50.38,5.82,35.9,42.79,1
Maize,57.42,26.9,83.98,56.96,7.37,112.3,46.91,1
Groundnut,26.01,25.08,78.94,17.89,2.48,115.6,19.91,2
Maize,25.83,33.26,62.15,84.7,0.7,11.6,15.65,2
Groundnut,74.94,24.62,59.75,94.06,2.69,25.2,68.46,0
Cotton,36.8,33.13,37.24,46.26,5.37,40.6,23.46,2
Tomato,59.12,30.26,64.53,87.15,4.0,103.3,37.29,1
Cotton,58.87,23.05,67.77,70.87,0.6,77.2,52.51,0
Tomato,73.74,25.17,84.04,63.26,0.56,72.2,69.46,0
Maize,66.79,30.43,62.56,83.71,5.6,75.8,51.3,0
Tomato,73.84,34.66,43.66,52.57,5.89,114.6,54.64,0
Cotton,58.77,27.97,44.9,59.29,0.88,40.3,52.42,0
Tomato,46.46,24.66,43.79,34.72,6.36,23.6,32.73,1
Chilli,42.55,25.9,86.62,74.1,2.76,76.9,33.72,1
Chilli,41.53,21.9,78.64,24.32,0.55,116.6,36.28,1
Cotton,44.29,20.5,80.36,31.88,2.67,88.1,40.38,1
Groundnut,24.05,39.46,81.22,53.19,5.84,108.1,8.46,2
Rice,44.68,21.93,40.26,44.68,5.25,108.6,29.39,2
Groundnut,42.26,22.5,73.62,31.56,3.85,34.1,34.82,1
Rice,17.42,37.42,73.74,27.27,2.24,85.4,5.0,2
Chilli,34.26,33.27,47.37,87.48,3.34,104.8,11.73,2
Maize,67.63,28.72,61.99,63.18,3.05,21.1,56.59,0
Chilli,55.46,32.98,71.43,43.97,3.12,81.7,38.47,1
Cotton,71.43,38.7,84.35,86.12,3.92,39.9,59.22,0
Groundnut,52.99,21.99,41.07,84.26,3.64,100.4,42.09,1
Maize,74.79,24.87,84.07,19.98,0.82,34.6,71.25,0
Groundnut,70.72,37.21,85.73,61.06,2.32,51.1,58.41,0
Tomato,21.88,35.61,85.8,37.51,1.03,84.4,6.05,2
Tomato,83.39,39.89,35.27,58.68,4.82,71.1,60.87,0
Maize,16.03,26.28,47.15,74.62,3.38,23.2,10.4,2
Chilli,56.78,38.9,73.02,10.77,5.38,34.8,40.83,1
Cotton,70.48,26.87,52.7,56.22,0.7,107.4,63.79,0
Cotton,38.23,34.3,38.36,36.26,2.76,118.8,24.05,2
Tomato,56.9,37.65,76.96,58.06,1.44,86.3,40.9,1
Tomato,40.35,23.42,36.57,19.89,0.74,11.1,30.58,1
Groundnut,19.24,24.11,59.53,83.58,6.19,91.8,8.92,2
Maize,15.59,31.62,87.12,58.93,1.05,80.7,5.0,2
Tomato,21.64,36.88,59.21,29.0,1.4,55.3,6.3,2
Groundnut,21.89,21.58,85.15,79.27,2.93,35.1,16.75,2
Maize,57.76,37.02,57.5,13.4,2.34,28.2,39.62,1
Groundnut,51.81,26.86,54.07,63.35,7.36,19.2,38.29,1
Groundnut,46.88,28.12,40.91,55.16,7.91,80.3,33.79,1
Groundnut,63.43,26.8,54.69,13.57,3.38,47.1,53.76,0
Chilli,16.18,38.23,53.53,32.47,1.61,67.0,5.0,2
Cotton,33.97,22.62,81.56,16.94,3.98,67.8,27.56,2
Groundnut,69.42,31.49,85.6,75.91,3.97,76.8,60.8,0
Tomato,78.7,22.96,36.21,73.52,3.73,75.4,65.97,0
Rice,45.68,38.57,40.4,18.04,0.16,67.1,31.85,1
Tomato,20.7,35.96,70.38,19.83,1.03,27.1,6.82,2
Chilli,70.91,24.68,61.66,89.23,1.13,13.0,64.29,0
Chilli,76.96,25.96,51.33,28.08,2.81,73.4,65.5,0
Rice,43.96,27.63,49.29,37.33,4.65,56.6,31.37,1
Chilli,32.03,28.11,47.36,71.59,7.02,55.1,17.07,2
Tomato,18.08,36.35,63.9,15.47,1.79,57.3,5.85,2
Chilli,56.38,31.29,35.96,95.29,6.17,22.5,39.23,1
Chilli,78.69,28.56,75.64,12.07,1.81,29.7,70.2,0
Chilli,62.45,34.39,51.52,86.42,0.26,82.8,45.91,1
Maize,37.21,29.16,58.48,42.48,5.2,66.5,26.03,2
Maize,60.0,22.56,63.99,23.5,1.72,77.1,52.33,0
Cotton,73.24,22.15,46.62,43.97,7.36,24.2,65.52,0
Cotton,48.31,26.52,83.6,97.56,7.47,99.6,40.76,1
Cotton,72.38,32.06,72.52,57.61,0.84,51.0,66.45,0
Maize,42.43,22.7,82.87,15.34,1.56,77.4,39.71,1
Maize,39.4,31.0,61.15,94.74,1.68,61.2,30.1,1
Tomato,55.81,25.39,58.79,22.92,7.29,61.5,39.74,1
Chilli,47.53,33.91,48.04,14.92,0.62,95.6,30.31,1
Rice,83.4,20.57,64.97,14.09,6.01,22.1,74.03,0
Maize,51.15,29.38,67.62,84.37,2.3,18.2,39.0,1
Tomato,41.96,21.05,58.1,23.77,4.66,21.1,36.93,1
Chilli,42.65,26.61,43.0,26.11,1.42,119.5,27.89,2
Groundnut,53.36,20.31,50.02,94.97,6.45,112.0,40.82,1
Groundnut,39.84,29.38,35.78,65.05,5.37,87.1,24.55,2
Maize,65.6,35.34,52.55,35.69,0.17,59.2,50.73,0
Rice,41.65,22.0,66.94,62.78,1.9,19.4,41.65,1
Tomato,41.89,34.7,87.56,31.88,3.73,100.3,27.21,2
Rice,58.19,31.68,44.78,54.48,4.25,30.8,46.08,1
Cotton,19.26,30.09,38.05,40.12,6.62,40.0,5.0,2
Groundnut,60.87,31.99,51.3,66.04,3.1,102.5,43.7,1
Chilli,50.35,26.72,43.62,78.29,7.41,38.3,33.28,1
Tomato,46.71,34.21,73.25,41.37,1.55,102.9,31.49,1
Rice,65.35,35.59,35.32,22.95,6.86,96.5,45.29,1
Groundnut,68.08,35.56,88.95,42.02,7.23,102.1,49.99,1
Tomato,74.24,25.39,82.06,78.23,5.01,84.2,64.77,0
Rice,41.24,33.08,61.99,80.84,7.74,48.7,25.9,2
Tomato,37.89,22.96,85.65,80.7,3.28,81.8,28.32,2
Tomato,65.0,29.91,69.54,97.71,5.59,101.2,50.55,0
Chilli,55.73,20.05,89.66,84.23,0.08,92.4,55.2,0
Groundnut,59.23,23.87,50.31,97.17,2.2,104.8,52.47,0
Tomato,53.89,32.63,89.83,66.41,4.53,118.2,35.4,1
Cotton,69.09,37.49,44.91,30.64,7.01,85.9,51.11,0
Rice,28.3,20.98,54.44,64.74,7.62,112.1,15.14,2
Rice,53.9,31.17,86.44,27.81,4.64,39.9,43.2,1
Rice,26.07,32.74,55.38,17.68,6.85,117.1,13.09,2
Groundnut,43.51,38.65,46.54,37.12,6.39,110.1,21.93,2
Chilli,61.48,33.1,38.27,42.65,6.19,14.5,41.94,1
Cotton,49.52,22.06,43.19,73.8,0.89,74.9,41.59,1
Rice,41.57,22.93,54.54,42.68,3.83,65.3,36.68,1
Rice,76.95,32.72,58.17,10.28,3.89,99.7,59.03,0
Groundnut,69.1,24.31,64.83,92.52,6.3,23.9,58.79,0
Rice,51.84,38.57,79.75,63.05,4.69,68.0,35.91,1
Rice,81.5,38.41,35.74,28.97,6.56,65.1,58.85,0
Chilli,44.71,38.97,81.26,32.71,7.65,53.5,27.51,2
Chilli,70.17,25.86,66.75,21.17,4.44,119.1,54.53,0
Tomato,26.76,34.34,76.61,91.59,6.33,69.4,9.4,2
Maize,35.01,33.26,76.63,30.72,4.48,55.5,22.07,2
Cotton,38.67,20.71,84.68,94.66,5.01,104.2,32.03,1
Maize,22.41,25.31,40.14,33.79,3.81,25.3,7.96,2
Maize,50.13,24.14,66.43,81.93,7.68,41.6,39.05,1
Rice,28.46,27.42,85.0,10.94,6.54,40.7,18.05,2
Maize,59.39,39.06,74.56,53.49,6.02,112.7,42.62,1
Cotton,28.31,36.91,40.31,43.23,2.64,106.8,14.82,2
Chilli,23.65,25.87,68.77,40.11,3.88,76.7,17.08,2
Groundnut,82.84,30.6,78.99,99.29,6.9,45.2,71.12,0
Rice,61.08,23.85,50.12,74.88,7.49,61.5,51.03,0
Rice,80.55,25.55,69.79,33.02,7.98,72.8,69.02,0
Chilli,49.29,21.3,81.22,77.72,5.88,69.4,45.02,1
Tomato,17.34,32.85,63.81,21.66,5.85,38.2,5.0,2
Chilli,55.21,33.14,45.68,93.33,0.75,24.4,41.17,1
Groundnut,54.08,36.77,65.23,48.37,6.01,109.8,38.06,1
Maize,16.05,37.43,67.34,27.16,2.77,80.5,5.0,2
Chilli,75.29,23.2,57.16,34.55,6.92,26.0,62.95,0
Cotton,58.4,34.86,72.38,23.96,0.09,118.9,49.66,1
Rice,67.13,22.69,58.83,93.75,7.48,55.2,58.84,0
Groundnut,49.57,27.47,83.26,37.53,3.87,90.6,42.02,1
Tomato,58.29,30.31,78.54,22.86,1.02,29.4,49.3,1
Cotton,33.02,20.99,79.26,83.16,4.81,112.6,27.86,2
Chilli,83.16,23.14,63.93,29.19,5.54,18.7,75.76,0
Rice,43.05,25.42,45.8,18.47,6.24,115.1,28.29,2
Cotton,26.36,22.55,74.84,70.16,5.61,90.0,19.53,2
Tomato,18.91,38.68,38.79,10.67,4.43,35.0,5.0,2
Chilli,59.53,25.77,63.47,84.92,0.66,29.9,53.55,0
Groundnut,83.84,30.02,37.91,60.64,6.9,102.1,65.65,0
Groundnut,77.71,39.93,64.06,32.21,7.87,14.4,57.91,0
Groundnut,64.15,31.33,72.73,52.62,6.22,22.6,51.87,0
Maize,84.34,28.23,58.06,33.62,0.28,84.0,76.08,0
Chilli,65.6,38.6,57.93,57.96,6.05,18.5,50.65,0
Tomato,38.75,24.45,41.75,61.45,2.16,69.5,24.56,2
Groundnut,57.09,23.59,51.6,79.45,7.7,73.1,43.45,1
Maize,20.58,30.71,59.44,51.95,0.51,12.0,11.6,2
Cotton,30.52,28.55,82.5,80.8,0.74,51.5,23.55,2
Maize,44.23,35.94,84.39,16.23,1.45,13.1,35.39,1
Cotton,29.13,20.84,87.45,92.92,6.03,116.4,23.06,2
Tomato,81.75,32.35,40.51,26.7,5.21,33.7,65.95,0
Cotton,84.69,34.21,51.29,85.29,5.82,85.9,70.29,0
Rice,40.97,39.44,60.46,54.52,2.83,84.1,26.57,2
Rice,64.65,22.92,70.3,19.42,7.04,94.9,53.46,0
Maize,43.54,24.92,73.65,42.38,3.57,46.9,39.74,1
Maize,24.77,38.65,78.23,92.65,1.07,30.3,8.68,2
Cotton,38.58,32.61,62.27,85.12,6.14,68.4,24.95,2
Maize,31.34,20.76,65.61,75.01,4.24,86.4,21.04,2
Rice,37.97,21.55,87.83,44.19,4.75,93.1,34.03,1
Tomato,30.05,35.71,48.2,62.99,3.08,15.4,14.43,2
Maize,22.86,31.35,79.21,30.89,5.69,92.8,7.37,2
Chilli,30.22,31.31,74.15,68.31,0.28,22.4,23.03,2
Chilli,78.4,37.6,42.7,33.48,3.93,67.7,56.75,0
Tomato,20.97,24.82,85.96,84.61,3.42,71.1,14.29,2
Chilli,37.73,23.21,82.04,73.4,5.97,24.0,31.15,1
Chilli,51.99,32.28,77.87,44.75,2.13,116.0,38.66,1
Cotton,39.82,37.65,41.97,69.35,1.87,80.2,27.78,2
Chilli,51.23,25.31,42.68,39.26,2.56,34.6,39.91,1
Cotton,18.04,33.63,72.58,24.01,3.84,15.6,9.01,2
Tomato,60.4,23.05,40.9,31.17,1.68,95.3,49.33,1
Cotton,54.44,23.44,41.23,34.45,5.47,102.5,40.67,1
Rice,62.67,38.03,57.02,30.4,2.65,20.0,48.59,1
Rice,54.71,22.36,35.3,71.05,3.37,38.3,44.15,1
Groundnut,45.65,20.49,74.68,76.57,4.46,80.7,42.32,1
Maize,39.51,35.5,64.71,51.14,3.02,56.1,22.6,2
Chilli,30.85,27.25,39.3,98.9,5.61,47.7,18.08,2
Chilli,50.0,27.93,64.9,90.19,5.25,56.7,36.91,1
Cotton,16.82,36.0,37.97,17.83,6.05,65.6,5.0,2
Tomato,37.98,23.6,38.89,51.44,4.18,30.3,23.64,2
Tomato,62.45,33.01,61.7,91.76,2.94,52.7,47.54,1
Rice,22.61,26.27,62.49,29.82,1.61,17.7,14.46,2
Groundnut,19.4,22.09,53.64,44.06,3.5,10.7,16.63,2
Tomato,60.65,33.75,69.2,95.23,6.98,117.3,40.82,1
Chilli,42.84,26.37,56.3,79.85,0.97,16.0,36.6,1
Maize,71.13,37.33,67.28,84.91,1.72,14.8,60.26,0
Rice,80.61,38.38,54.24,89.15,5.32,107.9,65.37,0
Maize,81.99,36.98,74.32,25.41,4.6,117.4,64.43,0
Rice,44.79,26.45,66.86,72.93,7.33,102.9,36.75,1
Tomato,33.5,24.73,43.8,82.25,0.23,25.4,28.96,2
Rice,57.6,37.86,72.74,30.38,7.03,80.3,42.16,1
Cotton,58.97,29.06,78.12,13.9,5.8,86.7,48.55,1
Chilli,58.56,34.15,38.62,26.05,6.2,94.9,35.87,1
Groundnut,37.52,36.54,68.55,76.73,3.03,22.4,25.44,2
Maize,19.46,25.55,78.47,72.49,2.46,53.0,12.7,2
Tomato,29.7,22.38,41.31,90.26,0.12,40.4,22.4,2
Chilli,25.81,32.5,84.59,38.53,6.3,82.0,8.41,2
Groundnut,23.67,31.8,57.81,65.96,1.29,47.8,12.84,2
Chilli,79.84,25.4,75.58,12.41,1.81,66.0,74.54,0
Rice,15.97,31.69,84.45,94.16,2.21,78.9,8.59,2
Tomato,57.13,35.81,89.43,59.9,6.96,105.2,39.11,1
Groundnut,81.32,27.0,67.12,77.35,2.3,111.3,71.72,0
Chilli,40.2,24.85,73.74,35.54,3.41,86.3,28.14,2
Groundnut,51.9,34.5,48.84,17.38,5.98,27.2,34.68,1
Chilli,63.7,35.72,50.95,15.65,7.14,107.8,41.46,1
Rice,37.2,39.09,81.79,83.32,6.33,32.5,23.8,2
Groundnut,48.44,22.95,56.9,23.68,4.28,15.9,39.28,1
Cotton,72.2,37.79,80.23,84.16,0.02,58.1,60.66,0
Cotton,67.17,35.3,37.78,33.87,1.26,85.3,55.79,0
Groundnut,71.59,34.04,47.0,58.71,2.03,26.4,57.57,0
Tomato,84.11,26.26,44.36,33.57,3.31,42.9,70.24,0
Groundnut,40.92,20.44,63.99,14.51,2.9,18.8,37.66,1
Tomato,67.3,30.15,39.43,58.81,4.12,78.0,51.74,0
Groundnut,57.19,25.72,53.91,43.04,3.3,87.9,46.6,1
Tomato,61.66,25.8,89.24,49.16,5.81,67.2,51.53,0
Chilli,66.79,38.54,78.68,64.14,0.42,58.9,53.58,0
Cotton,67.48,23.06,76.83,38.23,7.96,103.2,60.13,0
Rice,77.0,38.68,42.43,60.74,6.74,56.1,58.72,0
Rice,39.45,30.08,55.05,69.2,2.68,58.6,28.91,2
Groundnut,60.74,36.77,72.43,18.06,3.17,73.5,45.69,1
Rice,34.62,25.67,36.19,41.51,7.71,87.4,19.54,2
Chilli,56.62,32.68,58.87,18.1,7.49,95.5,37.43,1
Groundnut,67.58,31.13,86.07,10.62,3.15,14.5,57.2,0
Chilli,70.37,38.48,39.53,14.61,0.48,103.6,48.94,1
Maize,44.41,23.59,84.84,63.3,7.9,59.6,35.12,1
Maize,50.61,24.09,45.7,17.59,5.23,109.6,40.15,1
Chilli,38.37,38.98,45.4,88.17,5.54,69.0,12.16,2
Chilli,26.83,21.96,45.75,78.35,2.2,62.3,17.04,2
Chilli,33.24,32.69,86.22,10.79,6.55,31.5,20.06,2
Rice,78.85,21.21,68.21,61.59,4.46,61.7,74.6,0
Chilli,36.63,21.54,76.29,10.92,3.76,64.2,33.59,1
Cotton,83.23,31.94,55.15,19.83,5.93,108.4,69.7,0
Cotton,31.9,31.03,83.03,98.94,2.98,107.6,27.13,2
Rice,65.61,31.46,67.01,51.13,3.44,63.5,55.57,0
Cotton,55.17,29.47,67.99,12.45,5.22,105.4,46.34,1
Cotton,63.78,34.85,76.38,86.53,5.12,104.0,49.58,1
Tomato,60.08,39.84,77.55,92.56,7.77,114.3,39.22,1
Groundnut,64.47,25.52,72.5,59.35,4.5,49.8,57.88,0
Chilli,78.39,26.47,41.54,73.53,2.57,33.3,65.16,0
Maize,54.44,26.46,82.67,80.21,2.3,113.8,41.16,1
Cotton,19.75,35.27,49.35,76.12,4.27,74.3,6.58,2
Chilli,33.96,26.96,89.79,54.51,0.96,61.3,27.32,2
Chilli,64.58,33.53,56.2,84.94,4.7,55.3,50.63,0
Tomato,49.59,28.92,41.6,57.46,3.12,19.3,35.07,1
Groundnut,53.4,32.16,52.38,33.36,2.82,32.5,39.67,1
Groundnut,56.76,36.58,66.54,10.37,1.54,42.1,41.8,1
Rice,41.78,30.28,56.53,42.27,3.96,70.6,28.74,2
Cotton,69.17,29.5,80.58,17.43,0.3,66.8,68.41,0
Rice,65.65,25.34,72.52,15.69,4.86,69.7,54.03,0
Maize,65.0,30.32,46.74,52.23,2.28,18.4,50.46,0
Groundnut,65.07,25.25,64.64,94.93,7.24,11.1,54.88,0
Tomato,77.33,36.87,78.31,19.5,4.21,60.9,65.31,0
Maize,56.68,27.78,84.02,34.64,6.24,31.3,48.39,1
Tomato,82.7,22.58,56.72,84.71,6.81,108.1,73.07,0
Cotton,23.34,24.8,85.85,46.16,7.03,57.4,15.35,2
Maize,59.24,30.69,36.98,78.29,6.97,48.7,39.52,1
Chilli,65.18,38.33,72.22,58.81,1.8,69.8,48.43,1
Groundnut,48.41,26.01,78.01,64.35,2.43,79.1,40.85,1
Chilli,35.17,25.29,58.38,24.5,5.66,19.0,23.85,2
Cotton,53.5,28.13,35.6,41.71,4.3,91.5,41.35,1
Rice,40.53,39.36,72.79,65.96,4.87,25.1,27.15,2
Tomato,78.64,36.9,53.84,12.41,5.42,52.5,57.79,0
Groundnut,39.98,22.99,43.35,26.95,0.91,49.3,30.68,1
Groundnut,27.3,32.28,43.64,44.78,1.35,72.6,11.89,2
Chilli,55.35,35.84,77.3,70.71,5.1,85.8,39.07,1
Maize,42.72,35.36,45.31,55.86,5.0,98.1,24.65,2
Tomato,21.71,29.78,61.63,74.69,6.54,68.0,8.44,2
Groundnut,54.54,34.64,88.37,75.42,5.55,27.1,45.72,1
Cotton,52.65,31.67,76.74,12.79,1.66,86.6,41.8,1
Tomato,27.12,24.03,65.1,91.15,0.56,62.7,20.29,2
Chilli,56.83,21.12,64.06,84.18,3.13,74.8,48.95,1
Chilli,54.72,27.39,44.2,34.4,2.97,58.8,38.66,1
Maize,69.15,21.24,59.55,53.61,6.14,55.8,59.06,0
Groundnut,40.31,27.9,42.97,37.73,5.37,87.1,29.71,2
Rice,32.41,36.58,39.6,91.6,6.98,67.7,12.88,2
Tomato,81.59,36.89,41.0,44.45,4.03,105.5,59.07,0
Rice,54.29,20.68,68.36,45.64,2.31,91.8,48.88,1
Cotton,16.9,21.39,45.65,92.07,4.03,62.4,11.39,2
Chilli,72.45,33.4,43.21,64.06,1.72,33.6,56.63,0
Groundnut,28.77,30.0,82.69,22.41,0.48,11.9,22.66,2
Chilli,70.02,22.99,41.71,66.34,4.0,32.6,54.65,0
Rice,64.36,36.11,73.81,81.5,3.31,40.9,53.34,0
Maize,82.82,24.33,57.94,40.41,0.26,23.0,77.13,0
Rice,82.59,21.56,66.85,57.43,5.77,83.6,76.45,0
Cotton,34.21,34.99,36.28,66.42,5.15,45.9,16.04,2
Cotton,68.65,32.16,35.0,55.94,0.59,13.3,57.83,0
Groundnut,37.18,27.89,79.95,99.92,5.68,58.1,29.25,2
Maize,59.04,33.85,61.15,55.61,0.66,96.3,45.14,1
Tomato,56.84,38.23,38.92,67.9,4.14,47.4,36.18,1
Rice,18.82,20.68,53.89,81.42,4.98,109.3,9.4,2
Maize,15.36,32.55,62.85,22.29,3.99,103.8,5.0,2
Maize,19.04,24.36,42.45,13.95,5.98,107.8,7.98,2
Cotton,23.96,29.48,65.05,97.57,3.08,83.5,11.96,2
Cotton,33.04,28.48,64.08,75.9,1.7,98.7,24.68,2
Rice,78.49,27.8,68.16,45.4,3.89,52.8,69.85,0
Tomato,51.3,23.81,79.56,11.59,2.74,86.3,45.83,1
Chilli,70.78,36.05,57.7,24.98,1.21,34.6,55.69,0
Maize,73.68,27.59,83.87,10.88,3.77,32.5,67.64,0
Rice,66.45,37.74,61.11,45.68,1.61,113.8,51.98,0
Groundnut,42.4,27.09,60.14,59.94,3.76,70.4,32.35,1
Cotton,75.47,36.79,71.06,24.45,4.74,17.9,63.87,0
Chilli,66.94,30.89,68.96,67.59,6.26,31.7,53.95,0
Tomato,67.02,27.71,35.63,95.88,6.83,60.7,50.98,0
Groundnut,78.11,34.08,89.03,99.14,5.35,103.0,63.02,0
Rice,56.91,35.73,86.85,84.98,7.15,108.6,42.9,1
Maize,52.0,29.65,50.47,49.95,4.46,22.5,40.35,1
Cotton,77.31,28.51,65.72,59.27,5.68,16.8,71.18,0
Groundnut,46.81,31.55,77.38,55.3,6.16,23.4,33.11,1
Tomato,71.81,31.7,85.63,24.01,6.6,83.9,58.51,0
Chilli,18.77,28.51,67.22,86.9,6.01,68.6,5.0,2
Tomato,15.09,35.15,36.04,70.82,7.22,91.2,5.0,2
Rice,51.98,27.99,72.44,67.41,3.78,75.3,40.65,1
Maize,20.15,29.06,40.12,29.83,7.63,20.5,5.0,2
Groundnut,83.36,32.11,71.91,23.78,3.2,38.3,73.19,0
Cotton,15.39,39.74,67.31,88.57,0.56,46.5,5.0,2
Maize,65.27,25.21,70.24,26.15,1.46,87.8,60.65,0
Tomato,32.04,24.64,45.41,16.63,4.47,75.7,16.24,2
Rice,82.73,23.54,62.15,66.3,0.12,114.2,77.51,0
Tomato,41.71,33.79,68.99,73.39,1.26,26.0,24.77,2
Rice,16.91,28.98,51.52,20.77,2.99,113.2,5.0,2
Tomato,16.89,27.77,44.99,28.62,4.99,34.2,5.0,2
Cotton,53.74,24.08,47.25,80.99,1.32,47.8,48.52,1
Rice,84.07,37.82,82.19,93.66,4.6,13.8,71.28,0
Rice,83.58,28.86,60.55,52.88,5.31,42.6,72.04,0
Chilli,38.61,32.15,71.36,81.28,6.11,32.0,25.04,2
Tomato,48.79,22.25,63.32,38.75,5.28,33.9,41.69,1
Maize,22.03,22.16,80.88,73.29,2.0,72.9,19.93,2
Rice,51.55,21.35,62.97,60.15,7.98,95.9,39.21,1
Tomato,56.98,27.35,40.13,85.89,7.11,91.9,39.26,1
Maize,32.57,29.46,45.89,79.83,2.99,101.2,14.56,2
Cotton,57.85,24.89,35.73,35.57,0.23,90.4,47.12,1
Maize,77.98,26.99,80.73,23.45,4.23,117.4,66.59,0
Chilli,15.07,20.13,71.48,82.69,6.92,12.0,9.2,2
Chilli,31.03,27.02,76.76,12.95,6.58,118.7,16.79,2
Tomato,29.69,22.38,74.33,71.11,7.18,55.1,19.32,2
Tomato,23.67,22.57,80.35,52.83,7.76,62.6,14.42,2
Maize,26.63,20.09,89.28,16.78,5.7,73.5,19.8,2
